Country,State,City,Station,Latitude,Longitude,LastUpdate,PM2.5_Min,PM2.5_Max,PM2.5_Avg,PM10_Min,PM10_Max,PM10_Avg,NO2_Min,NO2_Max,NO2_Avg,SO2_Min,SO2_Max,SO2_Avg,CO_Min,CO_Max,CO_Avg,OZONE_Min,OZONE_Max,OZONE_Avg,NH3_Min,NH3_Max,NH3_Avg,Air_Quality_Index_Value,Predominant_Parameter
India,Delhi,Delhi,"Rohini, Delhi - DPCC",28.732528,77.119920,20-11-2023 12:00:00,293,492,392,156,459,345,14,79,50,2,12,5,42,151,106,5,83,40,20,28,24,392,PM2.5
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105,20-11-2023 12:00:00,176,500,355,132,500,335,51,104,74,6,76,26,32,103,57,11,66,20,2,75,40,355,PM2.5
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.5504249,77.2159377,20-11-2023 12:00:00,273,448,368,154,436,318,33,38,35,34,49,42,22,122,114,8,76,24,6,7,7,368,PM2.5
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485,20-11-2023 12:00:00,253,427,362,145,418,275,19,69,36,1,11,4,2,106,28,4,96,12,7,7,7,362,PM2.5
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,20-11-2023 12:00:00,237,378,318,129,263,171,3,81,24,6,50,14,30,105,77,3,39,14,5,12,8,318,PM2.5
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.315260,20-11-2023 12:00:00,65,361,165,135,418,282,13,74,42,3,10,6,10,153,76,5,21,7,9,14,11,282,PM10
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453,20-11-2023 12:00:00,297,500,398,185,500,353,7,34,20,8,33,15,5,170,116,4,68,12,NA,NA,NA,398,PM2.5
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.107969,72.574648,20-11-2023 12:00:00,73,203,114,88,134,112,11,12,12,2,5,3,12,60,32,24,32,28,2,2,2,114,PM2.5
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.977134,72.553024,20-11-2023 12:00:00,108,287,176,120,176,141,10,11,10,11,11,11,7,15,10,31,71,32,3,3,3,176,PM2.5
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,20-11-2023 12:00:00,100,287,187,99,168,133,11,118,45,8,97,21,28,94,64,11,90,52,NA,NA,NA,187,PM2.5
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,20-11-2023 12:00:00,48,97,66,74,122,93,7,22,9,1,3,1,12,104,29,1,24,11,2,3,2,93,PM10
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.016834,72.625775,20-11-2023 12:00:00,82,273,152,112,187,141,2,4,3,5,7,6,19,100,27,3,61,33,3,8,5,152,PM2.5
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691,20-11-2023 12:00:00,71,73,72,94,98,96,22,24,23,15,17,16,22,26,23,30,32,30,83,87,85,96,PM10
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201,20-11-2023 12:00:00,71,73,72,77,78,78,15,19,17,1,4,2,29,32,30,1,48,21,5,7,6,78,PM10
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.076793,72.627874,20-11-2023 12:00:00,45,124,73,81,142,100,13,18,15,18,22,19,64,102,74,18,38,24,23,25,24,100,PM10
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",23.043070,72.562968,20-11-2023 12:00:00,93,215,142,116,159,138,3,6,5,3,3,3,36,86,43,5,20,13,1,2,1,142,PM2.5
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.613267,73.010555,20-11-2023 12:00:00,64,258,140,54,146,100,31,32,31,17,118,47,43,126,92,4,22,14,5,6,6,140,PM2.5
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.163798,72.677768,20-11-2023 12:00:00,93,159,129,107,137,121,7,13,8,1,3,2,6,16,12,14,39,18,1,2,1,129,PM2.5
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994,20-11-2023 12:00:00,133,333,227,108,178,131,10,14,11,5,6,6,29,50,41,30,36,34,5,5,5,227,PM2.5
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.221714,72.654328,20-11-2023 12:00:00,71,133,95,64,112,86,4,26,10,10,12,11,34,127,46,1,46,15,1,2,1,95,PM2.5
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",22.410802,73.097923,20-11-2023 12:00:00,23,23,23,16,22,19,2,52,10,NA,NA,NA,50,50,50,NA,NA,NA,NA,NA,NA,50,CO
India,Gujarat,Surat,"Science Center, Surat - SMC",21.170046,72.795405,20-11-2023 12:00:00,28,429,199,29,500,194,5,18,10,9,13,11,26,64,51,NA,NA,NA,NA,NA,NA,199,PM2.5
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013,20-11-2023 12:00:00,52,303,142,106,331,184,NA,NA,NA,45,46,46,130,185,170,1,6,2,6,6,6,184,PM10
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",22.969611,72.643500,20-11-2023 12:00:00,87,152,107,86,120,101,23,124,49,5,7,6,62,66,64,7,57,34,2,2,2,107,PM2.5
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,20-11-2023 12:00:00,84,283,163,73,152,110,77,225,158,20,28,25,48,113,89,18,36,27,13,67,34,163,PM2.5
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.6701,76.9254,20-11-2023 12:00:00,204,446,359,106,426,288,31,39,36,1,15,11,88,103,99,55,69,63,10,12,11,359,PM2.5
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.3419248,77.319699,20-11-2023 12:00:00,149,381,303,109,365,229,11,13,12,2,14,6,2,108,30,1,62,11,1,2,2,303,PM2.5
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,20-11-2023 12:00:00,74,397,267,109,231,170,3,20,14,7,14,10,19,69,58,17,28,20,1,6,4,267,PM2.5
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,20-11-2023 12:00:00,110,343,244,103,243,157,10,18,12,10,34,16,28,103,72,14,17,15,5,7,6,244,PM2.5
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.206800,76.799700,20-11-2023 12:00:00,114,378,303,100,387,230,45,113,74,13,18,15,25,113,45,3,147,38,9,26,20,303,PM2.5
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39072,77.30059,20-11-2023 12:00:00,357,377,366,169,500,338,NA,NA,NA,NA,NA,NA,4,103,45,6,58,11,NA,NA,NA,366,PM2.5
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",28.376058,77.315741,20-11-2023 12:00:00,114,456,298,124,436,264,30,32,31,18,20,19,39,108,89,3,5,3,6,6,6,298,PM2.5
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,20-11-2023 12:00:00,136,500,321,112,500,207,30,33,31,4,8,5,28,119,102,1,37,2,9,9,9,321,PM2.5
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",28.4088421,77.3099081,20-11-2023 12:00:00,240,434,338,NA,NA,NA,8,43,25,12,60,46,10,85,28,14,14,14,NA,NA,NA,338,PM2.5
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934,20-11-2023 12:00:00,184,423,344,119,344,219,29,32,30,4,53,22,5,29,8,13,77,22,9,11,10,344,PM2.5
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,20-11-2023 12:00:00,43,324,183,41,194,111,7,80,17,NA,NA,NA,63,112,83,3,61,6,NA,NA,NA,183,PM2.5
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.4227,77.0667,20-11-2023 12:00:00,283,438,345,123,456,242,13,18,15,2,4,3,45,131,106,9,41,11,10,14,10,345,PM2.5
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465,20-11-2023 12:00:00,172,314,235,123,229,152,8,24,12,2,5,4,27,51,35,16,76,20,15,21,16,235,PM2.5
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.4501238,77.0263051,20-11-2023 12:00:00,54,325,226,NA,NA,NA,5,24,13,11,77,42,54,129,104,8,69,17,NA,NA,NA,226,PM2.5
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29.140560,75.744941,20-11-2023 12:00:00,84,348,274,107,358,179,6,9,8,43,114,91,40,133,94,2,164,16,2,3,3,274,PM2.5
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619,20-11-2023 12:00:00,114,373,279,104,232,163,9,15,12,1,19,6,16,73,29,2,29,7,2,6,4,279,PM2.5
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155,20-11-2023 12:00:00,119,320,221,138,242,173,24,26,25,4,47,21,10,92,54,16,79,31,8,8,8,221,PM2.5
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.695300,77.002700,20-11-2023 12:00:00,75,279,158,83,190,135,7,12,10,1,45,15,5,5,5,11,12,11,10,13,11,158,PM2.5
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.966942,76.875879,20-11-2023 12:00:00,123,314,230,101,176,132,17,21,19,1,43,13,19,120,35,3,90,11,6,6,6,230,PM2.5
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",27.9002,76.9938,20-11-2023 12:00:00,31,63,46,130,170,134,17,21,19,31,40,35,8,70,58,24,35,30,18,20,19,134,PM10
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",28.360699,76.936090,20-11-2023 12:00:00,91,336,234,109,299,184,2,2,2,5,92,25,16,116,50,4,104,22,6,18,13,234,PM2.5
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",28.060249,76.113115,20-11-2023 12:00:00,71,329,234,57,228,160,116,182,149,11,12,12,8,16,15,1,88,6,38,65,52,234,PM2.5
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",28.1485564,77.3320667,20-11-2023 12:00:00,31,72,58,75,193,131,5,6,5,2,17,9,30,60,54,4,45,10,2,3,3,131,PM10
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",30.7057778,76.8531805555555,20-11-2023 12:00:00,26,96,50,NA,NA,NA,24,26,25,9,10,9,26,28,27,43,54,47,NA,NA,NA,50,PM2.5
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.497973,76.993331,20-11-2023 12:00:00,155,182,165,148,161,153,28,31,30,12,13,12,23,28,25,30,35,32,2,3,2,165,PM2.5
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",28.52123,76.37138,20-11-2023 12:00:00,130,362,287,NA,NA,NA,31,40,35,1,18,9,10,111,22,35,43,40,NA,NA,NA,287,PM2.5
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.536400,75.015800,20-11-2023 12:00:00,260,432,334,134,389,201,10,28,13,12,26,18,48,110,101,23,47,39,12,41,18,334,PM2.5
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.027200,77.062100,20-11-2023 12:00:00,175,411,367,105,298,231,37,44,40,12,29,20,20,59,54,16,36,22,5,10,9,367,PM2.5
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",30.1480566,77.2893471,20-11-2023 12:00:00,67,240,143,84,175,133,11,103,39,2,10,6,38,117,56,6,33,8,7,17,10,143,PM2.5
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",30.943887,76.801991,20-11-2023 12:00:00,65,302,110,76,198,106,12,62,20,12,45,20,16,57,25,52,152,80,3,5,4,110,PM2.5
India,Jammu_&_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",34.066206,74.819820,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,32,20,6,13,6,NA,NA,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",23.80569,86.44268,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,10,NA,NA,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.172806,75.659694,20-11-2023 12:00:00,27,41,40,38,46,39,15,17,17,8,10,8,20,42,30,1,21,8,2,2,2,40,PM2.5
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",15.888653,74.541751,20-11-2023 12:00:00,18,50,29,34,97,66,1,33,10,12,18,14,46,48,46,19,20,20,1,2,1,66,PM10
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.9135218,77.5950804,20-11-2023 12:00:00,22,54,31,34,63,44,28,28,28,9,12,12,38,54,49,26,42,27,3,3,3,49,CO
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",12.951913,77.539784,20-11-2023 12:00:00,55,120,80,48,118,73,9,13,11,6,7,6,14,88,50,10,12,11,1,1,1,80,PM2.5
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",12.9756843,77.5660749,20-11-2023 12:00:00,NA,NA,NA,79,103,90,25,27,26,13,14,13,54,92,67,NA,NA,NA,NA,NA,NA,90,PM10
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",13.029152,77.585901,20-11-2023 12:00:00,21,62,44,32,68,49,NA,NA,NA,26,33,30,NA,NA,NA,7,8,8,NA,NA,NA,49,PM10
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",12.938539,77.590100,20-11-2023 12:00:00,32,56,41,31,56,42,NA,NA,NA,4,5,5,10,25,14,20,47,38,NA,NA,NA,42,PM10
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.920984,77.584908,20-11-2023 12:00:00,42,84,59,44,118,70,12,18,14,19,25,21,1,79,32,26,36,34,3,4,4,70,PM10
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",12.7816279,77.6299145,20-11-2023 12:00:00,22,86,49,47,94,71,35,36,35,16,16,16,34,73,47,23,66,45,3,3,3,71,PM10
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217,20-11-2023 12:00:00,16,48,34,18,54,37,16,17,17,8,8,8,23,26,25,1,41,15,4,4,4,37,PM10
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",13.0270199,77.494094,20-11-2023 12:00:00,18,52,34,23,57,36,18,25,22,5,16,9,22,44,37,34,34,34,5,5,5,37,CO
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,31,31,31,7,10,8,44,59,52,40,40,40,4,4,4,NA,NA
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",12.990328,77.5431385,20-11-2023 12:00:00,NA,NA,NA,40,47,43,21,37,26,2,3,2,16,54,31,NA,NA,NA,NA,NA,NA,43,PM10
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115,20-11-2023 12:00:00,20,54,38,31,51,43,15,16,15,5,21,8,16,38,26,13,45,26,4,4,4,43,PM10
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",12.917348,77.622813,20-11-2023 12:00:00,53,227,92,45,126,72,23,33,26,4,10,7,2,30,13,16,45,23,2,3,2,92,PM2.5
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",17.930306,77.482194,20-11-2023 12:00:00,60,222,106,70,121,92,7,9,8,14,20,16,25,56,31,20,41,29,2,3,3,106,PM2.5
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55358,76.55521,20-11-2023 12:00:00,20,45,30,37,55,44,25,32,29,2,8,4,18,62,20,14,35,21,1,2,2,44,PM10
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418,20-11-2023 12:00:00,29,67,49,22,63,42,3,12,6,11,16,13,22,30,25,27,44,35,1,1,1,49,PM2.5
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056,20-11-2023 12:00:00,9,71,37,23,72,46,17,24,20,1,6,4,11,92,27,15,53,23,3,4,3,46,PM10
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",14.475800,75.905200,20-11-2023 12:00:00,33,65,45,35,78,53,8,12,11,1,6,3,10,16,14,16,26,22,1,1,1,53,PM10
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",15.459706,75.008381,20-11-2023 12:00:00,12,30,22,18,51,39,7,31,19,3,6,4,32,112,62,14,78,38,3,3,3,62,CO
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133,20-11-2023 12:00:00,16,38,27,21,36,30,7,19,13,2,9,4,46,55,49,21,45,25,1,2,2,49,CO
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",13.008556,76.125258,20-11-2023 12:00:00,40,73,53,47,88,64,7,35,16,5,36,16,10,35,14,2,22,12,2,5,3,64,PM10
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",14.791800,75.389600,20-11-2023 12:00:00,36,98,64,50,111,76,15,35,20,19,19,19,40,41,40,19,20,19,3,6,3,76,PM10
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",15.351773,75.140726,20-11-2023 12:00:00,36,73,54,NA,NA,NA,22,27,25,11,11,11,53,66,59,24,58,33,8,15,12,59,CO
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",15.3714823,75.1160168,20-11-2023 12:00:00,17,50,28,22,42,32,7,8,8,1,6,1,20,44,33,27,99,44,2,2,2,44,OZONE
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",17.321993,76.822628,20-11-2023 12:00:00,NA,NA,NA,4,105,37,11,12,12,18,69,65,30,44,31,6,58,19,1,1,1,65,SO2
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",17.336318,76.847397,20-11-2023 12:00:00,20,48,29,29,71,48,5,16,9,3,11,5,35,54,41,21,66,34,1,5,3,48,PM10
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",13.1276288,78.1570122,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,6,50,13,11,13,13,101,106,104,14,47,28,3,6,4,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",15.347630,76.181767,20-11-2023 12:00:00,22,36,28,34,63,47,5,22,12,18,37,23,34,78,46,9,42,16,4,9,5,47,PM10
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",12.415911,75.735050,20-11-2023 12:00:00,12,40,26,18,45,31,7,15,9,4,4,4,3,46,16,23,34,30,NA,NA,NA,31,PM10
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",12.889250,74.853000,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,83,52,30,36,33,NA,NA,NA,NA,NA
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376,20-11-2023 12:00:00,19,37,28,29,52,39,13,30,22,1,4,3,11,44,23,3,78,14,1,8,3,39,PM10
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",16.208139,77.348417,20-11-2023 12:00:00,9,82,34,NA,NA,NA,12,31,22,52,63,57,57,82,64,3,5,3,1,4,3,64,CO
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051,20-11-2023 12:00:00,22,75,49,22,52,39,10,38,22,29,40,34,10,30,23,16,80,34,2,3,2,49,PM2.5
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",13.940000,75.555917,20-11-2023 12:00:00,27,50,36,55,81,64,16,23,21,2,9,4,6,45,17,14,40,20,2,4,3,64,PM10
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",13.377516,77.099072,20-11-2023 12:00:00,34,99,63,45,129,87,NA,NA,NA,4,10,5,21,34,26,11,49,20,NA,NA,NA,87,PM10
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",13.34194444,74.74694444,20-11-2023 12:00:00,NA,NA,NA,65,148,81,NA,NA,NA,8,9,9,18,74,33,73,74,73,NA,NA,NA,81,PM10
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",16.802639,75.722694,20-11-2023 12:00:00,24,27,25,30,44,42,20,23,22,7,9,8,20,123,28,28,28,28,2,2,2,42,PM10
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",16.7602,77.1428,20-11-2023 12:00:00,36,82,53,39,85,54,NA,NA,NA,1,36,20,14,20,17,18,19,19,NA,NA,NA,54,PM10
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765,20-11-2023 12:00:00,56,63,59,68,77,72,9,10,9,6,7,7,60,69,64,20,23,21,NA,NA,NA,72,PM10
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",11.875000,75.373200,20-11-2023 12:00:00,37,43,40,52,60,56,6,7,6,NA,NA,NA,9,48,36,14,18,16,1,1,1,56,PM10
