Country,State,City,Station,Latitude,Longitude,LastUpdate,PM2.5_Min,PM2.5_Max,PM2.5_Avg,PM10_Min,PM10_Max,PM10_Avg,NO2_Min,NO2_Max,NO2_Avg,SO2_Min,SO2_Max,SO2_Avg,CO_Min,CO_Max,CO_Avg,OZONE_Min,OZONE_Max,OZONE_Avg,NH3_Min,NH3_Max,NH3_Avg,Air_Quality_Index_Value,Predominant_Parameter
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",13.1036,80.2909,20-11-2023 12:00:00,11,62,28,18,71,42,11,39,18,1,7,3,18,52,34,9,10,9,1,2,2,42,PM10
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,20-11-2023 12:00:00,16,41,28,39,56,45,11,84,28,6,42,28,32,57,44,13,16,13,7,12,10,45,PM10
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",11.0328,77.0349,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,1,7,3,NA,NA,NA,39,68,55,1,5,4,NA,NA,NA,NA,NA
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",11.6829898,79.7532099,20-11-2023 12:00:00,19,65,37,23,78,44,70,119,101,15,17,16,6,6,6,NA,NA,NA,25,29,27,101,NO2
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",11.7637683,79.7499835,20-11-2023 12:00:00,8,77,27,6,57,20,2,22,9,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,27,PM2.5
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.4127,80.1081,20-11-2023 12:00:00,22,307,121,44,158,110,4,14,8,9,26,15,NA,NA,NA,NA,NA,NA,4,5,5,121,PM2.5
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",12.746998,77.813811,20-11-2023 12:00:00,32,74,47,36,85,53,7,12,9,5,6,5,6,7,6,4,4,4,1,1,1,53,PM10
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",11.4068288,76.7138973,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,18,4,5,4,NA,NA,NA,NA,NA
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",9.36399,78.831977,20-11-2023 12:00:00,1,36,15,NA,NA,NA,NA,NA,NA,9,11,10,2,10,6,13,14,14,1,1,1,15,PM2.5
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",11.679111,78.125052,20-11-2023 12:00:00,31,161,70,25,103,60,7,11,9,80,81,80,31,34,32,3,4,3,1,1,1,80,SO2
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",8.816428 ,78.099039,20-11-2023 12:00:00,NA,NA,NA,8,43,20,6,18,12,2,102,12,2,28,10,2,14,5,NA,NA,NA,20,PM10
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB",12.909494,79.131861,20-11-2023 12:00:00,30,86,48,37,80,50,3,11,6,14,15,14,18,20,20,1,2,1,1,1,1,50,PM10
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17.540891,78.358528,20-11-2023 12:00:00,45,110,74,42,103,72,15,45,27,6,16,9,14,49,26,37,40,39,1,2,2,74,PM2.5
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17.460103,78.334361,20-11-2023 12:00:00,25,54,39,51,75,61,4,55,24,1,16,7,30,64,45,3,4,3,1,9,4,61,PM10
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.470431,78.566959,20-11-2023 12:00:00,54,55,54,58,69,62,7,9,7,4,16,9,9,43,22,10,85,23,6,9,9,62,PM10
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17.518400,78.278777,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,81,77,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17.5316895,78.218939,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,20-11-2023 12:00:00,35,55,48,36,70,56,11,12,11,15,17,16,20,30,28,9,33,11,2,2,2,56,PM10
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,20-11-2023 12:00:00,88,123,99,111,124,117,7,7,7,7,7,7,16,16,16,NA,NA,NA,1,1,1,117,PM10
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.544899,78.486949,20-11-2023 12:00:00,43,65,51,41,57,46,11,11,11,2,9,4,6,57,20,3,47,21,4,4,4,51,PM2.5
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17.429398,78.569354,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,18,18,24,18,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,20-11-2023 12:00:00,23,45,33,54,64,58,20,30,24,8,10,8,14,110,29,4,32,13,3,3,3,58,PM10
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.528544,78.286195,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,100,50,10,49,36,NA,NA,NA,NA,NA
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,20-11-2023 12:00:00,63,112,85,NA,NA,NA,25,30,28,5,10,7,34,62,47,12,16,14,NA,NA,NA,85,PM2.5
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,20-11-2023 12:00:00,42,82,61,67,85,75,19,29,23,9,15,12,9,32,16,6,34,14,6,8,7,75,PM10
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,20-11-2023 12:00:00,42,94,70,58,126,96,25,40,33,1,4,2,36,84,42,15,23,17,1,1,1,96,PM10
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",23.8175497,91.2726974,20-11-2023 12:00:00,31,234,104,52,146,103,3,15,9,17,18,17,24,80,37,1,11,1,1,2,2,104,PM2.5
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.23711,78.01936,20-11-2023 12:00:00,43,100,72,61,128,100,2,8,5,25,26,26,16,24,20,NA,NA,NA,2,3,3,100,PM10
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,20-11-2023 12:00:00,38,171,72,34,115,63,7,9,8,1,48,18,2,85,33,13,14,14,1,1,1,72,PM2.5
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,20-11-2023 12:00:00,52,105,76,53,87,67,14,17,15,4,10,7,24,92,58,27,63,38,NA,NA,NA,76,PM2.5
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96237,20-11-2023 12:00:00,46,152,78,69,148,100,9,24,16,9,13,11,10,32,18,3,10,4,3,5,4,100,PM10
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,20-11-2023 12:00:00,41,102,63,46,309,96,9,13,10,11,13,12,10,28,19,1,7,1,5,6,5,96,PM10
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.19862,77.92066,20-11-2023 12:00:00,70,171,104,89,147,114,13,17,14,11,14,12,9,19,15,NA,NA,NA,1,2,1,114,PM10
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,20-11-2023 12:00:00,160,389,295,138,407,217,2,6,3,9,53,18,68,107,103,6,50,10,NA,NA,NA,295,PM2.5
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28.359581,79.414455,20-11-2023 12:00:00,65,194,123,67,130,102,24,42,29,33,35,34,33,49,42,1,12,5,NA,NA,NA,123,PM2.5
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28.38910936,79.42963708,20-11-2023 12:00:00,70,162,104,91,146,116,40,81,58,35,37,36,34,65,50,9,17,10,1,1,1,116,PM10
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831,20-11-2023 12:00:00,87,329,240,119,286,205,18,140,70,12,48,21,44,118,95,1,199,13,12,18,14,240,PM2.5
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.168897,78.376960,20-11-2023 12:00:00,69,235,138,60,124,92,26,26,26,25,27,26,44,70,60,11,15,14,2,2,2,138,PM2.5
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.1594,78.3953,20-11-2023 12:00:00,98,312,183,88,168,119,46,90,65,16,25,19,24,50,35,26,40,31,1,1,1,183,PM2.5
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075,20-11-2023 12:00:00,131,395,308,149,452,329,96,170,129,9,36,16,6,68,23,18,210,210,8,18,12,329,PM10
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,20-11-2023 12:00:00,124,385,308,125,419,242,41,131,80,5,32,15,45,127,98,1,81,10,3,15,8,308,PM2.5
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,20-11-2023 12:00:00,128,404,286,118,355,197,57,296,148,6,37,22,10,124,75,3,154,19,10,15,13,286,PM2.5
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,20-11-2023 12:00:00,134,368,297,115,369,223,15,140,84,1,122,46,5,127,47,14,24,15,1,17,9,297,PM2.5
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,20-11-2023 12:00:00,24,243,119,33,144,98,2,3,2,46,47,47,23,55,50,2,17,4,2,2,2,119,PM2.5
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482000,20-11-2023 12:00:00,109,361,261,108,278,187,11,86,45,6,20,11,2,122,75,14,152,26,5,10,7,261,PM2.5
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.557054,77.453663,20-11-2023 12:00:00,105,499,328,102,473,327,68,116,87,4,15,10,NA,NA,NA,4,143,20,2,5,4,328,PM2.5
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,20-11-2023 12:00:00,87,336,241,103,282,184,37,125,82,12,61,33,20,97,58,25,140,36,4,9,6,241,PM2.5
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.4547,78.6039,20-11-2023 12:00:00,103,321,227,133,313,205,12,87,32,10,44,17,23,108,36,6,48,19,6,6,6,227,PM2.5
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26.428282,80.327067,20-11-2023 12:00:00,75,224,106,114,207,143,21,46,31,15,15,15,40,74,47,3,8,6,2,3,2,143,PM10
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,20-11-2023 12:00:00,86,183,132,119,148,137,18,23,21,19,20,20,39,54,48,29,39,31,2,3,3,137,PM10
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,20-11-2023 12:00:00,78,245,129,80,159,109,13,104,40,3,25,10,17,110,45,2,157,29,NA,NA,NA,129,PM2.5
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.2348927,77.8683002,20-11-2023 12:00:00,32,272,110,31,152,89,35,99,59,28,41,34,20,64,60,17,25,24,1,3,2,110,PM2.5
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.766433,80.927299,20-11-2023 12:00:00,79,341,182,107,210,137,14,41,20,21,23,22,10,79,23,3,64,31,5,6,6,182,PM2.5
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.868120,81.005119,20-11-2023 12:00:00,88,302,146,114,205,144,21,21,21,6,7,7,26,30,27,11,109,59,NA,NA,NA,146,PM2.5
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.906111,80.948222,20-11-2023 12:00:00,125,378,241,108,230,143,4,27,15,6,14,10,34,122,55,1,64,19,3,18,12,241,PM2.5
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579,20-11-2023 12:00:00,136,346,202,103,182,121,12,22,16,21,22,22,23,57,33,74,87,78,2,2,2,202,PM2.5
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,20-11-2023 12:00:00,156,362,250,132,259,167,13,122,45,2,65,10,14,129,101,2,68,20,15,25,17,250,PM2.5
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,20-11-2023 12:00:00,51,348,179,88,428,189,28,54,38,2,19,10,10,98,49,2,80,12,15,35,20,189,PM10
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,20-11-2023 12:00:00,147,443,331,133,441,290,23,116,65,10,25,18,26,110,52,6,19,8,5,11,8,331,PM2.5
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941,20-11-2023 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.063510,77.709723,20-11-2023 12:00:00,192,397,327,139,421,262,NA,NA,NA,4,10,6,36,100,56,1,8,4,NA,NA,NA,327,PM2.5
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.83526,78.74460,20-11-2023 12:00:00,64,326,200,92,247,150,23,24,23,13,21,16,38,54,50,13,26,14,7,11,9,200,PM2.5
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,20-11-2023 12:00:00,65,260,145,68,142,101,11,54,29,6,22,11,NA,NA,NA,7,130,23,4,8,7,145,PM2.5
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.73880,20-11-2023 12:00:00,82,285,182,110,195,151,12,12,12,20,38,21,48,78,68,14,67,21,3,3,3,182,PM2.5
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.856664,78.772638,20-11-2023 12:00:00,59,249,147,104,208,156,21,41,30,100,116,107,54,90,70,8,13,9,5,5,5,156,PM10
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362,20-11-2023 12:00:00,60,343,209,103,343,176,20,33,26,28,32,31,37,56,48,12,20,13,4,4,4,209,PM2.5
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.802625,78.753728,20-11-2023 12:00:00,65,276,159,88,149,121,21,47,39,37,39,38,40,42,42,14,25,15,6,6,6,159,PM2.5
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,20-11-2023 12:00:00,111,425,214,124,411,161,24,76,48,NA,NA,NA,4,101,16,6,91,12,5,8,7,214,PM2.5
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.5447608,77.3231257,20-11-2023 12:00:00,123,418,306,116,462,293,61,260,157,19,125,49,18,136,129,11,154,154,7,12,9,306,PM2.5
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",28.6245479,77.3577104,20-11-2023 12:00:00,167,398,303,129,405,246,19,74,44,NA,NA,NA,90,110,107,21,220,220,NA,NA,NA,303,PM2.5
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",28.5898,77.3101,20-11-2023 12:00:00,107,377,284,103,318,197,28,233,140,14,92,26,1,120,104,4,214,63,10,15,13,284,PM2.5
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",28.569230,77.393848,20-11-2023 12:00:00,194,495,362,128,479,335,15,174,79,19,40,23,18,130,95,7,83,15,8,13,10,362,PM2.5
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152,20-11-2023 12:00:00,100,249,170,116,229,159,6,6,6,30,31,30,30,74,38,1,26,3,12,20,15,170,PM2.5
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863,20-11-2023 12:00:00,96,307,232,86,158,123,12,12,12,15,21,18,48,74,61,9,27,12,6,7,7,232,PM2.5
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916 ,81.82735986 ,20-11-2023 12:00:00,88,208,150,103,157,133,14,14,14,31,64,47,24,99,35,2,11,6,6,13,9,150,PM2.5
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.3505986,82.9083074,20-11-2023 12:00:00,37,95,70,39,107,81,19,40,27,12,26,17,NA,NA,NA,15,32,23,NA,NA,NA,81,PM10
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,20-11-2023 12:00:00,24,72,55,36,106,76,11,11,11,17,18,18,33,113,69,1,7,1,2,2,2,76,PM10
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408,20-11-2023 12:00:00,18,55,35,27,87,53,2,3,2,13,14,13,26,48,41,4,6,4,1,4,2,53,PM10
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687,20-11-2023 12:00:00,31,102,68,35,110,75,1,2,2,28,36,31,34,114,67,4,8,4,1,1,1,75,PM10
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.5714090,77.6557570,20-11-2023 12:00:00,61,211,116,75,159,117,2,3,3,32,34,32,54,95,81,24,25,25,2,4,2,117,PM10
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.269444,78.044167,20-11-2023 12:00:00,29,191,93,37,126,78,1,7,3,1,1,1,12,54,27,1,9,1,NA,NA,NA,93,PM2.5
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.9611753,20-11-2023 12:00:00,14,83,45,45,140,93,16,101,38,7,9,8,20,82,26,1,38,5,4,7,5,93,PM10
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547,20-11-2023 12:00:00,8,42,19,31,57,41,4,7,6,6,7,6,16,32,21,5,45,8,4,5,4,41,PM10
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,20-11-2023 12:00:00,26,114,64,33,127,82,22,59,40,8,15,11,NA,NA,NA,7,58,22,9,12,11,82,PM10
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",23.5404352,87.2892225,20-11-2023 12:00:00,15,101,48,24,131,64,21,33,26,25,37,33,7,48,35,2,26,7,4,6,5,64,PM10
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,20-11-2023 12:00:00,32,74,48,48,123,83,16,49,26,8,20,12,26,71,36,21,64,29,3,5,4,83,PM10
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017,20-11-2023 12:00:00,29,98,64,46,124,89,7,16,11,13,17,17,6,42,15,11,62,22,2,2,2,89,PM10
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422,20-11-2023 12:00:00,55,257,148,69,158,113,24,101,44,7,8,7,5,88,33,5,15,6,5,14,8,148,PM2.5
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",22.5687319,88.2797276,20-11-2023 12:00:00,31,95,63,53,114,88,22,47,36,8,35,12,24,90,49,6,47,15,6,10,8,88,PM10
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,20-11-2023 12:00:00,29,188,84,51,139,84,17,106,54,4,10,6,6,102,18,8,78,29,5,8,6,84,PM10
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,20-11-2023 12:00:00,19,90,48,50,118,71,12,51,24,8,16,13,11,60,22,10,48,20,6,14,7,71,PM10
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.556640,88.342674,20-11-2023 12:00:00,42,237,123,46,128,93,11,90,50,6,29,10,10,70,29,8,85,23,11,15,13,123,PM2.5
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,20-11-2023 12:00:00,33,99,62,49,124,85,9,42,20,4,7,5,8,82,44,11,43,16,6,36,21,85,PM10
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,20-11-2023 12:00:00,26,95,48,49,124,77,23,25,24,2,17,12,18,90,28,10,74,32,7,10,8,77,PM10
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,20-11-2023 12:00:00,22,129,64,28,94,57,6,73,32,7,10,9,20,100,33,4,75,24,6,13,8,64,PM2.5
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,20-11-2023 12:00:00,41,179,102,25,494,170,2,19,9,5,9,6,26,73,46,5,89,18,1,2,1,170,PM10
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26.6879226,88.4152495,20-11-2023 12:00:00,31,237,75,27,218,109,21,66,41,9,12,11,13,92,43,7,72,19,8,12,10,109,PM10
